Time,CYP3A4_1A_n1_SOC_N,CYP3A4_1A_n2_SOC_N,CYP3A4_1A_n3_SOC_N,CYP3A4_1A_n4_SOC_N,CYP3A4_2_n1_SOC_N,CYP3A4_3_n1_SOC_N,CYP3A4_4_n1_SOC_N,CYP3A4_4_n2_SOC_N,CYP3A4_4_n3_SOC_N,CYP3A4_4_n4_SOC_N,CYP3A4_5_n1_SOC_N,CYP3A4_7_n1_SOC_N,CYP3A4_8_n1_SOC_N,CYP3A4_9_n1_SOC_N,CYP3A4_10_n1_SOC_N,CYP3A4_11_n1_SOC_N,CYP3A4_11_n2_SOC_N,CYP3A4_11_n3_SOC_N,CYP3A4_11_n4_SOC_N,CYP3A4_12_n1_SOC_N,CYP3A4_13_n1_SOC_N,CYP3A4_14_n1_SOC_N,CYP3A4_15_n1_SOC_N,CYP3A4_15_n2_SOC_N,CYP3A4_15_n3_SOC_N,CYP3A4_15_n4_SOC_N,CYP3A4_16_n1_SOC_N,CYP3A4_17_n1_SOC_N,CYP3A4_18_n1_SOC_N,CYP3A4_19_n1_SOC_N,CYP3A4_20_n1_SOC_N,CYP3A4_21_n1_SOC_N,CYP3A4_23_n1_SOC_N,CYP3A4_24_n1_SOC_N,CYP3A4_28_n1_SOC_N,CYP3A4_28_n2_SOC_N,CYP3A4_28_n3_SOC_N,CYP3A4_28_n4_SOC_N,CYP3A4_29_n1_SOC_N,CYP3A4_29_n2_SOC_N,CYP3A4_29_n3_SOC_N,CYP3A4_29_n4_SOC_N,CYP3A4_31_n1_SOC_N,CYP3A4_32_n1_SOC_N,CYP3A4_32_n2_SOC_N,CYP3A4_32_n3_SOC_N,CYP3A4_32_n4_SOC_N,CYP3A4_33_n1_SOC_N,CYP3A4_34_n1_SOC_N,CYP3A4_34_n2_SOC_N,CYP3A4_34_n3_SOC_N,CYP3A4_34_n4_SOC_N
995,8.373241573e-06,8.373241573e-06,8.373241573e-06,8.373241573e-06,4.7562338135e-15,1.1635810252e-13,8.5811689165e-13,8.5811689165e-13,8.5811689165e-13,8.5811689165e-13,6.5003851716e-16,1.7206096861e-15,1.4075754365e-17,2.5176017023e-14,1.714347492e-13,1.2449531323e-07,1.2449531323e-07,1.2449531323e-07,1.2449531323e-07,1.4074028254e-17,8.6326073946e-17,1.3811106376e-13,0.00018518580636,0.00018518580636,0.00018518580636,0.00018518580636,3.3870046143e-13,7.6806957054e-18,1.4447791602e-14,1.1842224381e-10,2.7451468476e-17,1.3177002384e-17,1.5269892417e-11,2.1015465772e-13,7.9937761266e-06,7.9937761266e-06,7.9937761266e-06,7.9937761266e-06,0.36059205668,0.36059205668,0.36059205668,0.36059205668,1.8227901675e-09,1.2972525758e-07,1.2972525758e-07,1.2972525758e-07,1.2972525758e-07,1.2074311372e-11,2.9444415196e-05,2.9444415196e-05,2.9444415196e-05,2.9444415196e-05
1000,8.2421016302e-06,8.2421016302e-06,8.2421016302e-06,8.2421016302e-06,4.0715548062e-15,1.0240834654e-13,7.6767741977e-13,7.6767741977e-13,7.6767741977e-13,7.6767741977e-13,5.4644995939e-16,1.4594432251e-15,1.1406001576e-17,2.1870656318e-14,1.5137057478e-13,1.2038957196e-07,1.2038957196e-07,1.2038957196e-07,1.2038957196e-07,1.1404589221e-17,7.1198534954e-17,1.2172796655e-13,0.00018393534958,0.00018393534958,0.00018393534958,0.00018393534958,3.0074236801e-13,6.1866599011e-18,1.249038141e-14,1.0989474078e-10,2.2391083573e-17,1.0670765743e-17,1.396558602e-11,1.8587189881e-13,7.8674446225e-06,7.8674446225e-06,7.8674446225e-06,7.8674446225e-06,0.36098620818,0.36098620818,0.36098620818,0.36098620818,1.7219421848e-09,1.2547513332e-07,1.2547513332e-07,1.2547513332e-07,1.2547513332e-07,1.1023997355e-11,2.9102317255e-05,2.9102317255e-05,2.9102317255e-05,2.9102317255e-05
1005,8.1148402631e-06,8.1148402631e-06,8.1148402631e-06,8.1148402631e-06,3.4864418837e-15,9.0164005263e-14,6.8704357717e-13,6.8704357717e-13,6.8704357717e-13,6.8704357717e-13,4.5947157947e-16,1.2382359473e-15,9.2432285364e-18,1.9005581634e-14,1.3370460477e-13,1.1645809727e-07,1.1645809727e-07,1.1645809727e-07,1.1645809727e-07,9.2420728858e-18,5.8730448179e-17,1.0732794804e-13,0.000182718086,0.000182718086,0.000182718086,0.000182718086,2.6714117746e-13,4.9834255401e-18,1.0801608284e-14,1.0202455467e-10,1.8265282475e-17,8.6417505592e-18,1.2778095127e-11,1.6445698873e-13,7.7448611161e-06,7.7448611161e-06,7.7448611161e-06,7.7448611161e-06,0.36138171296,0.36138171296,0.36138171296,0.36138171296,1.6273329194e-09,1.2140466565e-07,1.2140466565e-07,1.2140466565e-07,1.2140466565e-07,1.0069299038e-11,2.8769614937e-05,2.8769614937e-05,2.8769614937e-05,2.8769614937e-05
1010,7.9913171294e-06,7.9913171294e-06,7.9913171294e-06,7.9913171294e-06,2.9862723912e-15,7.941265778e-14,6.151236474e-13,6.151236474e-13,6.151236474e-13,6.151236474e-13,3.8642369025e-16,1.0508260108e-15,7.4910459763e-18,1.6521320455e-14,1.1814439349e-13,1.126922606e-07,1.126922606e-07,1.126922606e-07,1.126922606e-07,7.4901003574e-18,4.8452782252e-17,9.4666301708e-14,0.00018153304887,0.00018153304887,0.00018153304887,0.00018153304887,2.3738536746e-13,4.0143547747e-18,9.3441404933e-15,9.4757957659e-11,1.4901137082e-17,6.9989846151e-18,1.1696502405e-11,1.4556412239e-13,7.6258895505e-06,7.6258895505e-06,7.6258895505e-06,7.6258895505e-06,0.36177853696,0.36177853696,0.36177853696,0.36177853696,1.5385408015e-09,1.1750498822e-07,1.1750498822e-07,1.1750498822e-07,1.1750498822e-07,9.2011473337e-12,2.844599799e-05,2.844599799e-05,2.844599799e-05,2.844599799e-05
1015,7.871397915e-06,7.871397915e-06,7.871397915e-06,7.871397915e-06,2.5585920113e-15,6.9968818111e-14,5.5095053056e-13,5.5095053056e-13,5.5095053056e-13,5.5095053056e-13,3.2506151533e-16,8.9200906073e-16,6.0714124108e-18,1.4366542809e-14,1.0443384452e-13,1.0908391445e-07,1.0908391445e-07,1.0908391445e-07,1.0908391445e-07,6.0706386387e-18,3.997948816e-17,8.3529077649e-14,0.00018037930594,0.00018037930594,0.00018037930594,0.00018037930594,2.1102477176e-13,3.2338477748e-18,8.0858974538e-15,8.8045846876e-11,1.2157776187e-17,5.6688571858e-18,1.0710951159e-11,1.2889002432e-13,7.510399729e-06,7.510399729e-06,7.510399729e-06,7.510399729e-06,0.36217664751,0.36217664751,0.36217664751,0.36217664751,1.4551749366e-09,1.1376772769e-07,1.1376772769e-07,1.1376772769e-07,1.1376772769e-07,8.4113661908e-12,2.8131168519e-05,2.8131168519e-05,2.8131168519e-05,2.8131168519e-05
1020,7.7549540388e-06,7.7549540388e-06,7.7549540388e-06,7.7549540388e-06,2.1927901904e-15,6.1670460919e-14,4.936671796e-13,4.936671796e-13,4.936671796e-13,4.936671796e-13,2.7350418505e-16,7.5738832234e-16,4.9211374752e-18,1.2496931791e-14,9.234860945e-14,1.0562536285e-07,1.0562536285e-07,1.0562536285e-07,1.0562536285e-07,4.9205043094e-18,3.2992771628e-17,7.3729148159e-14,0.00017925595794,0.00017925595794,0.00017925595794,0.00017925595794,1.8766306908e-13,2.6051901986e-18,6.9993023521e-15,8.1843327347e-11,9.9204318493e-18,4.5918019779e-18,9.8125385513e-12,1.1416861844e-13,7.398267027e-06,7.398267027e-06,7.398267027e-06,7.398267027e-06,0.36257601325,0.36257601325,0.36257601325,0.36257601325,1.3768727252e-09,1.1018497348e-07,1.1018497348e-07,1.1018497348e-07,1.1018497348e-07,7.6925815734e-12,2.7824840413e-05,2.7824840413e-05,2.7824840413e-05,2.7824840413e-05
1025,7.6418623728e-06,7.6418623728e-06,7.6418623728e-06,7.6418623728e-06,1.879824597e-15,5.4376002799e-14,4.425137771e-13,4.425137771e-13,4.425137771e-13,4.425137771e-13,2.3017539245e-16,6.4324833878e-16,3.9890524346e-18,1.0874212753e-14,8.1692079391e-14,1.0230933376e-07,1.0230933376e-07,1.0230933376e-07,1.0230933376e-07,3.9885343154e-18,2.7230987498e-17,6.5102785203e-14,0.00017816213725,0.00017816213725,0.00017816213725,0.00017816213725,1.6695120955e-13,2.0988206927e-18,6.0606423612e-15,7.6109334167e-11,8.0955935127e-18,3.7196145328e-18,8.9932199319e-12,1.0116637798e-13,7.2893721196e-06,7.2893721196e-06,7.2893721196e-06,7.2893721196e-06,0.3629766041,0.3629766041,0.3629766041,0.3629766041,1.3032976791e-09,1.0674924957e-07,1.0674924957e-07,1.0674924957e-07,1.0674924957e-07,7.0381400122e-12,2.7526738809e-05,2.7526738809e-05,2.7526738809e-05,2.7526738809e-05
1030,7.5320049779e-06,7.5320049779e-06,7.5320049779e-06,7.5320049779e-06,1.6119871409e-15,4.7961678442e-14,3.968164401e-13,3.968164401e-13,3.968164401e-13,3.968164401e-13,1.9375378318e-16,5.4644859534e-16,3.2337204159e-18,9.4653186038e-15,7.2291891569e-14,9.9128953344e-08,9.9128953344e-08,9.9128953344e-08,9.9128953344e-08,3.2332964317e-18,2.2478687846e-17,5.7506682063e-14,0.0001770970066,0.0001770970066,0.0001770970066,0.0001770970066,1.4858165952e-13,1.6909364098e-18,5.2495207894e-15,7.0806290063e-11,6.6070633935e-18,3.0132826021e-18,8.2457230899e-12,8.9678267406e-14,7.1836007241e-06,7.1836007241e-06,7.1836007241e-06,7.1836007241e-06,0.36337839118,0.36337839118,0.36337839118,0.36337839118,1.2341374151e-09,1.0345348819e-07,1.0345348819e-07,1.0345348819e-07,1.0345348819e-07,6.4420356995e-12,2.723659958e-05,2.723659958e-05,2.723659958e-05,2.723659958e-05
1035,7.4252688537e-06,7.4252688537e-06,7.4252688537e-06,7.4252688537e-06,1.3827052252e-15,4.2319259198e-14,3.5597726682e-13,3.5597726682e-13,3.5597726682e-13,3.5597726682e-13,1.6313147387e-16,4.6433387605e-16,2.6215832903e-18,8.2416718876e-15,6.399688364e-14,9.6077721903e-08,9.6077721903e-08,9.6077721903e-08,9.6077721903e-08,2.6212363316e-18,1.8558439487e-17,5.0815360568e-14,0.00017605975777,0.00017605975777,0.00017605975777,0.00017605975777,1.3228336085e-13,1.3623705528e-18,4.5483878035e-15,6.5899794918e-11,5.3927451959e-18,2.4412312928e-18,7.5634713596e-12,7.9524199465e-14,7.0808433566e-06,7.0808433566e-06,7.0808433566e-06,7.0808433566e-06,0.36378134679,0.36378134679,0.36378134679,0.36378134679,1.1691018127e-09,1.0029100523e-07,1.0029100523e-07,1.0029100523e-07,1.0029100523e-07,5.8988452024e-12,2.6954168849e-05,2.6954168849e-05,2.6954168849e-05,2.6954168849e-05
1040,7.3215457021e-06,7.3215457021e-06,7.3215457021e-06,7.3215457021e-06,1.1863728798e-15,3.7354068636e-14,3.1946556255e-13,3.1946556255e-13,3.1946556255e-13,3.1946556255e-13,1.3737935912e-16,3.9465870115e-16,2.1254618399e-18,7.1785671105e-15,5.6674437415e-14,9.3149491412e-08,9.3149491412e-08,9.3149491412e-08,9.3149491412e-08,2.1251779079e-18,1.5324095294e-17,4.4918913177e-14,0.00017504961048,0.00017504961048,0.00017504961048,0.00017504961048,1.1781731438e-13,1.0976888476e-18,3.9421383297e-15,6.1358344126e-11,4.4020295799e-18,1.9779036016e-18,6.940514642e-12,7.0545940962e-14,6.9809951012e-06,6.9809951012e-06,6.9809951012e-06,6.9809951012e-06,0.36418544437,0.36418544437,0.36418544437,0.36418544437,1.1079213203e-09,9.7255477192e-08,9.7255477192e-08,9.7255477192e-08,9.7255477192e-08,5.4036689742e-12,2.6679202531e-05,2.6679202531e-05,2.6679202531e-05,2.6679202531e-05
1045,7.220731703e-06,7.220731703e-06,7.220731703e-06,7.220731703e-06,1.0182072414e-15,3.298325582e-14,2.8681010198e-13,2.8681010198e-13,2.8681010198e-13,2.8681010198e-13,1.1571809002e-16,3.3552361768e-16,1.7233417772e-18,6.2546391377e-15,5.0208161351e-14,9.0338444513e-08,9.0338444513e-08,9.0338444513e-08,9.0338444513e-08,1.7231094184e-18,1.2655260239e-17,3.972103595e-14,0.00017406581116,0.00017406581116,0.00017406581116,0.00017406581116,1.049727088e-13,8.844622165e-19,3.4177674075e-15,5.7153073018e-11,3.5936652816e-18,1.6026121681e-18,6.3714675003e-12,6.2604409364e-14,6.8839553924e-06,6.8839553924e-06,6.8839553924e-06,6.8839553924e-06,0.36459065842,0.36459065842,0.36459065842,0.36459065842,1.0503453984e-09,9.4340919779e-08,9.4340919779e-08,9.4340919779e-08,9.4340919779e-08,4.9520789332e-12,2.6411465893e-05,2.6411465893e-05,2.6411465893e-05,2.6411465893e-05
1050,7.122727303e-06,7.122727303e-06,7.122727303e-06,7.122727303e-06,8.7412654173e-16,2.9134292293e-14,2.5759230278e-13,2.5759230278e-13,2.5759230278e-13,2.5759230278e-13,9.749379138e-17,2.8532147017e-16,1.3973910739e-18,5.4514055192e-15,4.4495867841e-14,8.7639074873e-08,8.7639074873e-08,8.7639074873e-08,8.7639074873e-08,1.3972009167e-18,1.0452739355e-17,3.5137314308e-14,0.00017310763195,0.00017310763195,0.00017310763195,0.00017310763195,9.3563526264e-14,7.1268126924e-19,2.9640746959e-15,5.3257524842e-11,2.9340255082e-18,1.2986103648e-18,5.8514535809e-12,5.5577310012e-14,6.7896278081e-06,6.7896278081e-06,6.7896278081e-06,6.7896278081e-06,0.36499696448,0.36499696448,0.36499696448,0.36499696448,9.9614108705e-10,9.154166774e-08,9.154166774e-08,9.154166774e-08,9.154166774e-08,4.5400714622e-12,2.6150733141e-05,2.6150733141e-05,2.6150733141e-05,2.6150733141e-05
1055,7.0274370135e-06,7.0274370135e-06,7.0274370135e-06,7.0274370135e-06,7.506463516e-16,2.574366331e-14,2.3144020084e-13,2.3144020084e-13,2.3144020084e-13,2.3144020084e-13,8.2157739698e-17,2.4269207654e-16,1.133164472e-18,4.7528723343e-15,3.9447807182e-14,8.5046168817e-08,8.5046168817e-08,8.5046168817e-08,8.5046168817e-08,1.1330088485e-18,8.6347928633e-18,3.1093728562e-14,0.00017217436962,0.00017217436962,0.00017217436962,0.00017217436962,8.3425564978e-14,5.7428494183e-19,2.5714110409e-15,4.9647440025e-11,2.3956960834e-18,1.0523407817e-18,5.376055692e-12,4.9357070266e-14,6.6979198746e-06,6.6979198746e-06,6.6979198746e-06,6.6979198746e-06,0.36540433909,0.36540433909,0.36540433909,0.36540433909,9.450916886e-10,8.8852356096e-08,8.8852356096e-08,8.8852356096e-08,8.8852356096e-08,4.1640252489e-12,2.5896787026e-05,2.5896787026e-05,2.5896787026e-05,2.5896787026e-05
1060,6.9347692214e-06,6.9347692214e-06,6.9347692214e-06,6.9347692214e-06,6.4479132306e-16,2.2755727824e-14,2.08023131e-13,2.08023131e-13,2.08023131e-13,2.08023131e-13,6.9249351862e-17,2.0648398485e-16,9.1895948146e-19,4.1451946288e-15,3.4985125077e-14,8.2554788134e-08,8.2554788134e-08,8.2554788134e-08,8.2554788134e-08,9.1883211747e-19,7.1340548785e-18,2.752535056e-14,0.0001712653446,0.0001712653446,0.0001712653446,0.0001712653446,7.4413826494e-14,4.6278101568e-19,2.2314610507e-15,4.6300564712e-11,1.9563255152e-18,8.5282718835e-19,4.9412709477e-12,4.3849032597e-14,6.6087428812e-06,6.6087428812e-06,6.6087428812e-06,6.6087428812e-06,0.36581275973,0.36581275973,0.36581275973,0.36581275973,8.969955541e-10,8.6267902533e-08,8.6267902533e-08,8.6267902533e-08,8.6267902533e-08,3.8206634541e-12,2.5649418466e-05,2.5649418466e-05,2.5649418466e-05,2.5649418466e-05
1065,6.8446360084e-06,6.8446360084e-06,6.8446360084e-06,6.8446360084e-06,5.540200949e-16,2.0121725092e-14,1.870470288e-13,1.870470288e-13,1.870470288e-13,1.870470288e-13,5.8381942232e-17,1.7572219625e-16,7.4529498147e-19,3.6163837884e-15,3.1038514889e-14,8.0160253986e-08,8.0160253986e-08,8.0160253986e-08,8.0160253986e-08,7.4519074318e-19,5.8949977568e-18,2.4375206611e-14,0.00017037990005,0.00017037990005,0.00017037990005,0.00017037990005,6.6400222214e-14,3.7294059582e-19,1.937056504e-15,4.319647672e-11,1.5976883068e-18,6.9118255204e-19,4.5434704443e-12,3.8969873595e-14,6.5220117044e-06,6.5220117044e-06,6.5220117044e-06,6.5220117044e-06,0.36622220482,0.36622220482,0.36622220482,0.36622220482,8.5166496631e-10,8.3783490935e-08,8.3783490935e-08,8.3783490935e-08,8.3783490935e-08,3.5070197492e-12,2.5408426192e-05,2.5408426192e-05,2.5408426192e-05,2.5408426192e-05
1070,6.75695298e-06,6.75695298e-06,6.75695298e-06,6.75695298e-06,4.7616137936e-16,1.779890875e-14,1.6825027909e-13,1.6825027909e-13,1.6825027909e-13,1.6825027909e-13,4.9230794906e-17,1.4958091682e-16,6.0448905707e-19,3.1560552792e-15,2.7547039629e-14,7.785813184e-08,7.785813184e-08,7.785813184e-08,7.785813184e-08,6.0440374367e-19,4.8718451542e-18,2.1593285105e-14,0.00016951740094,0.00016951740094,0.00016951740094,0.00016951740094,5.927155935e-14,3.0055212487e-19,1.6820161684e-15,4.0316427283e-11,1.3049218937e-18,5.6021093433e-19,4.1793629992e-12,3.4646220141e-14,6.4376446422e-06,6.4376446422e-06,6.4376446422e-06,6.4376446422e-06,0.36663265365,0.36663265365,0.36663265365,0.36663265365,8.089251105e-10,8.1394555955e-08,8.1394555955e-08,8.1394555955e-08,8.1394555955e-08,3.2204078151e-12,2.5173616411e-05,2.5173616411e-05,2.5173616411e-05,2.5173616411e-05
1075,6.6716391036e-06,6.6716391036e-06,6.6716391036e-06,6.6716391036e-06,4.0935955022e-16,1.5749791735e-14,1.5140004662e-13,1.5140004662e-13,1.5140004662e-13,1.5140004662e-13,4.1523172635e-17,1.2736054872e-16,4.9031716183e-19,2.7552111153e-15,2.4457101943e-14,7.564421735e-08,7.564421735e-08,7.564421735e-08,7.564421735e-08,4.902473359e-19,4.0268541457e-18,1.9135670121e-14,0.00016867723321,0.00016867723321,0.00016867723321,0.00016867723321,5.2927771636e-14,2.4222332404e-19,1.4610082498e-15,3.7643197071e-11,1.0659049638e-18,4.5408533317e-19,3.8459625267e-12,3.0813437711e-14,6.3555632557e-06,6.3555632557e-06,6.3555632557e-06,6.3555632557e-06,0.36704408633,0.36704408633,0.36704408633,0.36704408633,7.6861312584e-10,7.9096768559e-08,7.9096768559e-08,7.9096768559e-08,7.9096768559e-08,2.9583939392e-12,2.494480248e-05,2.494480248e-05,2.494480248e-05,2.494480248e-05
1080,6.5886165545e-06,6.5886165545e-06,6.5886165545e-06,6.5886165545e-06,3.5202830666e-16,1.3941487617e-14,1.3628903117e-13,1.3628903117e-13,1.3628903117e-13,1.3628903117e-13,3.502994613e-17,1.0846825641e-16,3.9773530451e-19,2.4060522134e-15,2.1721543158e-14,7.3514523134e-08,7.3514523134e-08,7.3514523134e-08,7.3514523134e-08,3.9767815324e-19,3.3289009363e-18,1.696378475e-14,0.00016785880295,0.00016785880295,0.00016785880295,0.00016785880295,4.7280364455e-14,1.9522171727e-19,1.269432237e-15,3.5160965172e-11,8.7075091624e-19,3.6808696588e-19,3.5405586772e-12,2.7414569017e-14,6.2756922199e-06,6.2756922199e-06,6.2756922199e-06,6.2756922199e-06,0.36745648383,0.36745648383,0.36745648383,0.36745648383,7.3057723085e-10,7.6886022479e-08,7.6886022479e-08,7.6886022479e-08,7.6886022479e-08,2.7187723841e-12,2.4721804603e-05,2.4721804603e-05,2.4721804603e-05,2.4721804603e-05
1085,6.5078105705e-06,6.5078105705e-06,6.5078105705e-06,6.5078105705e-06,3.0281120331e-16,1.2345135845e-14,1.2273259727e-13,1.2273259727e-13,1.2273259727e-13,1.2273259727e-13,2.9558579404e-17,9.2401548206e-17,3.2265587633e-19,2.101816476e-15,1.9298854962e-14,7.1465266374e-08,7.1465266374e-08,7.1465266374e-08,7.1465266374e-08,3.2260909797e-19,2.7523163431e-18,1.5043730001e-14,0.00016706153562,0.00016706153562,0.00016706153562,0.00016706153562,4.2251047911e-14,1.5734621759e-19,1.1033173765e-15,3.2855189791e-11,7.1139509491e-19,2.9839426225e-19,3.2606904002e-12,2.4399403991e-14,6.1979591819e-06,6.1979591819e-06,6.1979591819e-06,6.1979591819e-06,0.36786982786,0.36786982786,0.36786982786,0.36786982786,6.9467591675e-10,7.4758421518e-08,7.4758421518e-08,7.4758421518e-08,7.4758421518e-08,2.499543241e-12,2.4504449534e-05,2.4504449534e-05,2.4504449534e-05,2.4504449534e-05
1090,6.4291493128e-06,6.4291493128e-06,6.4291493128e-06,6.4291493128e-06,2.6054801953e-16,1.0935400032e-14,1.1056623405e-13,1.1056623405e-13,1.1056623405e-13,1.1056623405e-13,2.4947250198e-17,7.8734401917e-17,2.6176609642e-19,1.836639029e-15,1.7152489353e-14,6.9492857188e-08,6.9492857188e-08,6.9492857188e-08,6.9492857188e-08,2.6172780742e-19,2.2759268002e-18,1.3345707025e-14,0.00016628487528,0.00016628487528,0.00016628487528,0.00016628487528,3.7770534681e-14,1.2682372165e-19,9.5923540908e-16,3.0712499602e-11,5.8125840516e-19,2.4191207893e-19,3.0041221323e-12,2.1723664579e-14,6.1222946258e-06,6.1222946258e-06,6.1222946258e-06,6.1222946258e-06,0.3682841009,0.3682841009,0.3682841009,0.3682841009,6.6077720315e-10,7.2710267636e-08,7.2710267636e-08,7.2710267636e-08,7.2710267636e-08,2.2988925081e-12,2.4292570307e-05,2.4292570307e-05,2.4292570307e-05,2.4292570307e-05
1095,6.3525637354e-06,6.3525637354e-06,6.3525637354e-06,6.3525637354e-06,2.2424609616e-16,9.6900298397e-15,9.96433066e-14,9.96433066e-14,9.96433066e-14,9.96433066e-14,2.1059920733e-17,6.7105537382e-17,2.1238096375e-19,1.6054315462e-15,1.5250254436e-14,6.7593887728e-08,6.7593887728e-08,6.7593887728e-08,6.7593887728e-08,2.1234962271e-19,1.8822645007e-18,1.184351196e-14,0.00016552828393,0.00016552828393,0.00016552828393,0.00016552828393,3.3777482388e-14,1.0222583914e-19,8.3422554261e-16,2.8720594744e-11,4.7497315156e-19,1.9613345975e-19,2.7688223392e-12,1.934828989e-14,6.048631745e-06,6.048631745e-06,6.048631745e-06,6.048631745e-06,0.36869928613,0.36869928613,0.36869928613,0.36869928613,6.2875795093e-10,7.0738049778e-08,7.0738049778e-08,7.0738049778e-08,7.0738049778e-08,2.1151741629e-12,2.4086005965e-05,2.4086005965e-05,2.4086005965e-05,2.4086005965e-05
1100,6.2779874595e-06,6.2779874595e-06,6.2779874595e-06,6.2779874595e-06,1.9305589908e-16,8.5894782803e-15,8.9833064521e-14,8.9833064521e-14,8.9833064521e-14,8.9833064521e-14,1.7782204288e-17,5.7208501232e-17,1.7232414916e-19,1.4037780188e-15,1.3563785155e-14,6.5765121939e-08,6.5765121939e-08,6.5765121939e-08,6.5765121939e-08,1.7229849469e-19,1.5569167516e-18,1.0514094129e-14,0.00016479124076,0.00016479124076,0.00016479124076,0.00016479124076,3.0217562784e-14,8.2401833916e-20,7.2572992441e-16,2.6868156577e-11,3.8815956709e-19,1.5902773281e-19,2.5529441735e-12,1.7238809146e-14,5.9769063212e-06,5.9769063212e-06,5.9769063212e-06,5.9769063212e-06,0.36911536745,0.36911536745,0.36911536745,0.36911536745,5.985032279e-10,6.8838433385e-08,6.8838433385e-08,6.8838433385e-08,6.8838433385e-08,1.9468940233e-12,2.3884601312e-05,2.3884601312e-05,2.3884601312e-05,2.3884601312e-05
1105,6.2053566552e-06,6.2053566552e-06,6.2053566552e-06,6.2053566552e-06,1.6625018054e-16,7.6165672938e-15,8.1018877623e-14,8.1018877623e-14,8.1018877623e-14,8.1018877623e-14,1.501789835e-17,4.8783281743e-17,1.3983151262e-19,1.2278447003e-15,1.2068079534e-14,6.4003485963e-08,6.4003485963e-08,6.4003485963e-08,6.4003485963e-08,1.3981051244e-19,1.2879899283e-18,9.3371695025e-15,0.00016407324153,0.00016407324153,0.00016407324153,0.00016407324153,2.7042642248e-14,6.6424618753e-20,6.3153812751e-16,2.5144765389e-11,3.1724364348e-19,1.2894992121e-19,2.354808031e-12,1.5364791434e-14,5.9070566085e-06,5.9070566085e-06,5.9070566085e-06,5.9070566085e-06,0.36953232938,0.36953232938,0.36953232938,0.36953232938,5.6990572263e-10,6.7008250552e-08,6.7008250552e-08,6.7008250552e-08,6.7008250552e-08,1.7926952132e-12,2.368820667e-05,2.368820667e-05,2.368820667e-05,2.368820667e-05
1110,6.1346099291e-06,6.1346099291e-06,6.1346099291e-06,6.1346099291e-06,1.4320620359e-16,6.7561954198e-15,7.309667228e-14,7.309667228e-14,7.309667228e-14,7.309667228e-14,1.2686076226e-17,4.1609215902e-17,1.1347294271e-19,1.0743022756e-15,1.0741092163e-14,6.230605911e-08,6.230605911e-08,6.230605911e-08,6.230605911e-08,1.1345575201e-19,1.0656677811e-18,8.2948823916e-15,0.00016337379796,0.00016337379796,0.00016337379796,0.00016337379796,2.4210060008e-14,5.3547260987e-20,5.4973937671e-16,2.3540825324e-11,2.5930861548e-19,1.0456740321e-19,2.1728858137e-12,1.3699362686e-14,5.8390232244e-06,5.8390232244e-06,5.8390232244e-06,5.8390232244e-06,0.36995015712,0.36995015712,0.36995015712,0.36995015712,5.4286520288e-10,6.5244490782e-08,6.5244490782e-08,6.5244490782e-08,6.5244490782e-08,1.6513450676e-12,2.3496677654e-05,2.3496677654e-05,2.3496677654e-05,2.3496677654e-05
1115,6.0656882169e-06,6.0656882169e-06,6.0656882169e-06,6.0656882169e-06,1.233905752e-16,5.9950821733e-15,6.5973545091e-14,6.5973545091e-14,6.5973545091e-14,6.5973545091e-14,1.0718646609e-17,3.549898805e-17,9.2089034773e-20,9.4025857132e-16,9.5633777313e-15,6.0670065393e-08,6.0670065393e-08,6.0670065393e-08,6.0670065393e-08,9.2074962143e-20,8.8184743326e-19,7.3715092569e-15,0.00016269243711,0.00016269243711,0.00016269243711,0.00016269243711,2.1681992217e-14,4.3167952154e-20,4.7868142293e-16,2.2047495871e-11,2.1197387026e-19,8.4800533818e-20,2.0057867269e-12,1.221878153e-14,5.7727490452e-06,5.7727490452e-06,5.7727490452e-06,5.7727490452e-06,0.37036883645,0.37036883645,0.37036883645,0.37036883645,5.1728801491e-10,6.35442923e-08,6.35442923e-08,6.35442923e-08,6.35442923e-08,1.5217233297e-12,2.330987495e-05,2.330987495e-05,2.330987495e-05,2.330987495e-05
1120,5.9985346818e-06,5.9985346818e-06,5.9985346818e-06,5.9985346818e-06,1.0634630153e-16,5.3215444373e-15,5.9566533294e-14,5.9566533294e-14,5.9566533294e-14,5.9566533294e-14,9.0583053729e-18,3.0293550849e-17,7.4739787318e-20,8.232003637e-16,8.5177783501e-15,5.909286556e-08,5.909286556e-08,5.909286556e-08,5.909286556e-08,7.4728266912e-20,7.2983936313e-19,6.5531992949e-15,0.00016202870082,0.00016202870082,0.00016202870082,0.00016202870082,1.9424891462e-14,3.480179343e-20,4.1693512977e-16,2.0656629314e-11,1.7329620824e-19,6.8774566748e-20,1.8522444558e-12,1.0902066693e-14,5.7081791074e-06,5.7081791074e-06,5.7081791074e-06,5.7081791074e-06,0.37078835374,0.37078835374,0.37078835374,0.37078835374,4.9308662041e-10,6.1904933891e-08,6.1904933891e-08,6.1904933891e-08,6.1904933891e-08,1.4028115099e-12,2.3127664111e-05,2.3127664111e-05,2.3127664111e-05,2.3127664111e-05
