Time,CYP3A4_2_OCT_N,CYP3A4_3_OCT_N,CYP3A4_4_OCT_N,CYP3A4_5_OCT_N,CYP3A4_7_OCT_N,CYP3A4_8_OCT_N,CYP3A4_9_OCT_N,CYP3A4_10_OCT_N,CYP3A4_11_OCT_N,CYP3A4_12_OCT_N,CYP3A4_13_OCT_N,CYP3A4_14_OCT_N,CYP3A4_15_OCT_N,CYP3A4_16_OCT_N,CYP3A4_17_OCT_N,CYP3A4_18_OCT_N,CYP3A4_19_OCT_N,CYP3A4_20_OCT_N,CYP3A4_21_OCT_N,CYP3A4_23_OCT_N,CYP3A4_24_OCT_N,CYP3A4_28_OCT_N,CYP3A4_29_OCT_N,CYP3A4_31_OCT_N,CYP3A4_32_OCT_N,CYP3A4_33_OCT_N,CYP3A4_34_OCT_N
406.0,0.00083791173934,0.00069740013645,0.00062284796415,0.00093953818327,0.00088841034252,0.0011688542199,0.00076130083921,0.00068217788082,0.00037496764059,0.0011688612377,0.0010545750835,0.0006906266061,0.00039043715807,0.00065634506882,0.0012094283219,0.00078599943258,0.0004794134677,0.0011255278516,0.0011732138511,0.00053229774718,0.00067432607082,0.00039443527905,0.001057415087,0.00042388060885,0.00037482907256,0.00053902891181,0.00039189046258
406.5,0.00082708309782,0.00068863677835,0.000615183432,0.00092721656448,0.00087684011663,0.0011531585122,0.00075159788729,0.00067363869296,0.00037129668532,0.0011531654329,0.0010405619841,0.00068196308519,0.0003875365757,0.00064818671278,0.001193134729,0.00077593369599,0.00047389853348,0.0011104702876,0.0011574539156,0.00052598054483,0.00066590249821,0.00039119060816,0.0010543617002,0.00041924767325,0.00037116466739,0.00053261136009,0.00038879239457
407.0,0.00081639651688,0.00067998615805,0.00060761605351,0.00091505822566,0.00086542248714,0.001137674102,0.0007420210077,0.00066520906177,0.00036766526403,0.0011376809267,0.0010267362269,0.0006734108844,0.00038466258913,0.00064013250949,0.001177060948,0.00076599918142,0.00046845021344,0.0010956149345,0.0011419061921,0.00051974137318,0.00065758684235,0.00038797699433,0.001051330448,0.00041466868195,0.00036753968736,0.00052627326,0.00038572344155
407.5,0.00080585010551,0.00067144679233,0.00060014456233,0.000903060981,0.00085415541661,0.0011223981374,0.00073256853174,0.00065688754832,0.00036407291592,0.0011224048675,0.0010130952923,0.00066496854025,0.00038181491736,0.0006321810952,0.0011612040097,0.00075619414854,0.00046306766652,0.0010809590665,0.0011265678162,0.00051357923216,0.00064937768712,0.0003847941046,0.0010483211343,0.00041014297082,0.00036395367325,0.00052001359171,0.00038268329363
408.0,0.00079544199818,0.0006630172179,0.00059276770905,0.00089122267423,0.00084303689516,0.0011073278055,0.00072323881316,0.000648672733,0.00036051918592,0.0011073344423,0.00099963669464,0.00065663460892,0.00037899328269,0.0006243311245,0.0011455609846,0.0007465168805,0.00045775006275,0.0010664999947,0.0011114359624,0.00050749313494,0.00064127363541,0.00038164160994,0.001045333565,0.00040566988429,0.00036040617154,0.00051383134892,0.00037967164455
408.5,0.00078517035457,0.00065469599116,0.00058548426099,0.00087954117822,0.00083206494005,0.0010924603313,0.0007140302279,0.00064056321524,0.00035700362466,0.0010924668761,0.00098635798198,0.00064840766601,0.0003761974107,0.00061658126998,0.0011301289831,0.00073696568359,0.00045249658306,0.0010522350665,0.0010965078435,0.00050148210779,0.00063327330886,0.00037851918519,0.0010423675482,0.00040124877529,0.0003568967344,0.00050772553868,0.00037668819168
409.0,0.00077503335918,0.00064648168787,0.00057829300193,0.0008680143946,0.00082123759531,0.0010777929772,0.0007049411738,0.0006325576133,0.00035352578835,0.0010777994312,0.00097325673547,0.00064028630621,0.00037342703023,0.00060893022204,0.0011149051545,0.00072753888691,0.00044730641912,0.0010381616653,0.0010817807097,0.00049554518988,0.0006253753476,0.00037542650901,0.001039422894,0.00039687900512,0.00035342491954,0.00050169518123,0.00037373263593
409.5,0.00076502922103,0.00063837290294,0.00057119273193,0.00085664025338,0.0008105529314,0.001063323043,0.00069597007023,0.00062465456396,0.00035008523873,0.0010633294074,0.00096033056903,0.00063226914311,0.00037068187327,0.00060137668863,0.0010998866868,0.0007182348421,0.00044217877323,0.0010242772098,0.0010672518487,0.00048968143312,0.00061757841001,0.00037236326381,0.0010364994145,0.00039255994333,0.00034999029021,0.00049573930978,0.0003708046817
410.0,0.00075515617328,0.00063036825015,0.00056418226708,0.00084541671252,0.00080000904484,0.0010490478646,0.00068711535786,0.00061685272229,0.000346681543,0.0010490541408,0.00094757712883,0.00062435480889,0.00036796167498,0.00059391939501,0.0010850708059,0.000709051923,0.00043711285815,0.0010105791538,0.0010529185848,0.00048388990194,0.00060988117245,0.00036932913574,0.0010335969239,0.00038829096759,0.00034659241507,0.00048985697036,0.00036790403689
410.5,0.00074541247294,0.00062246636187,0.0005572604393,0.00083434175758,0.00078960405785,0.0010349648143,0.00067837549836,0.00060915076142,0.00034331427373,0.0010349710033,0.00093499409287,0.00061654195409,0.00036526617366,0.00058655708349,0.0010704547755,0.00069998852535,0.00043210789697,0.00099706498538,0.0010387782784,0.00047816967319,0.00060228232904,0.00036632381462,0.0010307152382,0.00038407146364,0.00034323086813,0.00048404722164,0.00036503041278
411.0,0.0007357964005,0.00061466588882,0.00055042609608,0.00082341340133,0.000779336118,0.0010210712997,0.00066974897406,0.00060154737225,0.00033998300881,0.0010210774028,0.00092257917057,0.00060882924735,0.00036259511064,0.00057928851324,0.001056035896,0.0006910430665,0.00042716312295,0.00098373222657,0.0010248283257,0.00047251983592,0.00059478059139,0.00036334699387,0.0010278541755,0.0003799008251,0.00033990522872,0.00047830913475,0.00036218352406
411.5,0.00072630625967,0.00060696549984,0.00054367810034,0.0008126296834,0.00076920339784,0.0010073647636,0.00066123428775,0.00059404126322,0.00033668733135,0.0010073707819,0.00091033010232,0.00060121537516,0.00035994823029,0.00057211246003,0.0010418115045,0.00068221398511,0.00042227777943,0.00097057843301,0.001011066158,0.0004669394912,0.00058737468838,0.00036039837054,0.0010250135558,0.00037577845344,0.00033661508135,0.00047264179311,0.00035936308873
412.0,0.00071694037699,0.0005993638816,0.00053701533014,0.00080198866988,0.00075920409461,0.00099384268324,0.00065282996233,0.0005866311601,0.00033342682964,0.00099384861793,0.00089824465905,0.00059369904162,0.00035732527999,0.00056502771599,0.001027778974,0.00067349974083,0.00041745111961,0.00095760119337,0.00099748924162,0.00046142775203,0.00058006336589,0.00035747764518,0.001022193201,0.00037170375782,0.00033336001571,0.00046704429228,0.00035656882809
412.5,0.00070769710158,0.00059185973839,0.00053043667853,0.00079148845298,0.00074933642987,0.0009805025702,0.00064453454056,0.00057931580571,0.00033020109708,0.00098050842242,0.00088632064183,0.00058627896821,0.00035472601007,0.00055803308943,0.0010139357131,0.00066489881408,0.00041268240651,0.00094479812893,0.00098409507687,0.00045598374309,0.00057284538663,0.00035458452184,0.0010193929348,0.00036767615501,0.00033013962656,0.00046151573976,0.00035380046668
413.0,0.0006985748048,0.00058445179187,0.00052394105331,0.00078112715068,0.00073959864917,0.00096734196955,0.0006363465848,0.00057209395971,0.0003270097321,0.00096734774042,0.00087455588146,0.00057895389352,0.00035215017375,0.00055112740458,0.0010002791654,0.00065640970571,0.00040797091276,0.00093216689315,0.00097088119797,0.00045060660063,0.00056571952985,0.00035171870802,0.001016612583,0.00036369506928,0.00032695351367,0.00045605525486,0.00035105773226
413.5,0.00068957187995,0.00057713878083,0.00051752737685,0.00077090290636,0.00072998902172,0.00095435845962,0.00062826467673,0.00056496439838,0.00032385233809,0.00095436415025,0.00086294823808,0.00057172257304,0.00034959752717,0.00054430950138,0.00098680680927,0.00064803093671,0.00040331592051,0.0009197051712,0.00095784517249,0.0004452954723,0.00055868459113,0.00034887991461,0.001013851973,0.00035975993232,0.00032380128178,0.00045066196853,0.00034834035575
414.0,0.00068068674199,0.00056991946093,0.00051119458587,0.00076081388847,0.00072050584007,0.00094154965148,0.00062028741708,0.00055792591437,0.00032072852334,0.00094155526297,0.00085149560073,0.00056458377894,0.00034706782928,0.00053757823529,0.00097351615689,0.000639761048,0.00039871672131,0.00090741067956,0.00094498460089,0.00044004951701,0.00055173938217,0.00034606785589,0.0010111109341,0.00035587018311,0.00032068254048,0.00044533502319,0.00034564807118
414.5,0.00067191782719,0.00056279260453,0.00050494163129,0.00075085829018,0.00071114741981,0.0009289131885,0.00061241342538,0.00055097731647,0.000317637901,0.00092891872192,0.00084019588699,0.00055753629982,0.00034456084184,0.00053093247703,0.00096040475426,0.0006315986001,0.00039417261592,0.00089528116561,0.00093229711609,0.00043486790475,0.00054488273058,0.00034328224943,0.0010083892973,0.00035202526783,0.00031759690422,0.00044007357257,0.00034298061571
415.0,0.00066326359291,0.0005557570004,0.00049876747796,0.00074103432903,0.00070191209922,0.00091644674593,0.0006046413397,0.00054411742941,0.00031458008898,0.00091645220235,0.00082904704258,0.00055057894049,0.00034207632939,0.00052437111243,0.00094747018053,0.00062354217287,0.00038968291427,0.00088331440715,0.00091978038302,0.00042974981646,0.0005381134796,0.00034052281609,0.0010056868955,0.00034822463977,0.00031454399218,0.00043487678159,0.0003403377295
415.5,0.00065472251727,0.00054881145353,0.00049267110454,0.00073134024664,0.000692798239,0.00090414803045,0.0005969698164,0.00053734509366,0.00031155470989,0.00090415341092,0.00081804704098,0.00054371052173,0.00033961405921,0.00051789304216,0.00093471004761,0.00061559036528,0.00038524693529,0.00087150821204,0.00090743209815,0.00042469444386,0.00053143048798,0.00033778927997,0.0010030035633,0.00034446775923,0.00031152342823,0.00042974382618,0.00033771915575
416.0,0.00064629309887,0.00054195478491,0.00048665150327,0.00072177430832,0.00068380422193,0.00089201477975,0.00058939752988,0.00053065916516,0.00030856139103,0.00089202008531,0.00080719388307,0.00053692988013,0.00033717380125,0.0005114971816,0.00092212199967,0.00060774179511,0.00038086400676,0.0008598604178,0.00089524998916,0.00041970098932,0.00052483262969,0.00033508136834,0.0010003391371,0.00034075409345,0.00030853484089,0.00042467389311,0.00033512464061
416.5,0.00063797385652,0.00053518583129,0.00048070767982,0.00071233480281,0.00067492845258,0.00088004476212,0.0005819231723,0.00052405851515,0.00030559976423,0.00088004999379,0.00079648559672,0.00053023586782,0.00033475532815,0.00050518246056,0.00090970371277,0.00059999509871,0.00037653346526,0.00084836889114,0.00088323181441,0.00041476866572,0.00051831879374,0.00033239881165,0.00099769345479,0.00033708311646,0.00030557786325,0.00041966617989,0.00033255393319
417.0,0.00062976332896,0.00052850344497,0.00047483865305,0.00070302004192,0.00066616935704,0.00086823577602,0.00057454545341,0.00051754202996,0.00030266946592,0.00086824093481,0.00078592023644,0.00052362735226,0.00033235841518,0.00049894782314,0.00089745289438,0.00059234893076,0.00037225465599,0.00083703152765,0.00087137536258,0.0004098966963,0.00051188788399,0.00032974134346,0.00099506635615,0.00033345430906,0.00030265213291,0.0004147198946,0.00033000678548
417.5,0.00062166007457,0.00052190649362,0.0004690434549,0.00069382836023,0.00065752538257,0.00085658564967,0.00056726310024,0.00051110861078,0.00029977013694,0.00085659073657,0.00077549588305,0.00051710321606,0.0003299828402,0.00049279222753,0.00088536728298,0.00058480196397,0.00036802693269,0.00082584625133,0.00085967845226,0.0004050843145,0.00050553881893,0.0003271087004,0.00099245768255,0.00032986715866,0.00029975729191,0.00040983425574,0.00032748295232
418.0,0.00061366267115,0.00051539386001,0.00046332113016,0.00068475811478,0.00064899499738,0.00084509224066,0.00056007485691,0.00050475717348,0.00029690142257,0.00084509725666,0.00076521064328,0.00051066235676,0.00032762838363,0.00048671464579,0.00087344464762,0.0005773528889,0.0003638496575,0.00081481101426,0.00084813893153,0.00040033076385,0.00049927053146,0.00032450062215,0.000989867277,0.00032632115924,0.0002968929867,0.0004050084921,0.0003249821914
418.5,0.0006057697156,0.00050896444186,0.00045767073631,0.00067580768475,0.00064057669027,0.00083375343554,0.00055297948435,0.00049848664841,0.00029406297244,0.00083375838161,0.00075506264941,0.00050430368661,0.00032529482844,0.00048071406366,0.00086168278753,0.00057000041368,0.00035972220087,0.00080392379621,0.00083675467756,0.00039563529782,0.00049308196876,0.00032191685137,0.00098729498416,0.00032281581125,0.00029405886808,0.00040024184261,0.00032250426319
419.0,0.00059797982371,0.00050261715161,0.00045209134335,0.00066697547118,0.00063226897041,0.00082256714943,0.00054597576012,0.00049229598017,0.00029125444049,0.00082257202653,0.00074505005898,0.00049802613241,0.00032298196007,0.00047478948043,0.0008500795317,0.00056274326376,0.00035564394142,0.00079318260423,0.00082552359623,0.0003909971797,0.000486972092,0.0003193571337,0.00098474065026,0.00031935062151,0.0002912545911,0.00039553355622,0.0003200489309
419.5,0.00059029162985,0.00049635091623,0.00044658203363,0.00065825989666,0.00062407036705,0.00081153132566,0.00053906247817,0.00048618412747,0.00028847548488,0.00081153613472,0.00073517105439,0.00049182863526,0.00032068956647,0.00046893990868,0.00083863273846,0.00055558018171,0.00035161426587,0.00078258547233,0.00081444362171,0.00038641568243,0.00048093987626,0.0003168212177,0.00098220412315,0.00031592510315,0.00028847981505,0.00039088289174,0.00031761596047
420.0,0.00058270378675,0.000490164677,0.00044114190169,0.00064965940504,0.00061597942922,0.00080064393533,0.00053223844859,0.00048015006287,0.00028572576796,0.00080064867729,0.00072542384259,0.00048571015039,0.00031841743798,0.00046316437415,0.00082734029513,0.00054850992696,0.00034763256888,0.00077213046105,0.00080351271612,0.00038189008851,0.00047498431022,0.00031430885481,0.00097968525221,0.0003125387755,0.0002857342034,0.00038628911771,0.00031520512054
420.5,0.00057521496527,0.00048405738935,0.00043577005407,0.00064117246116,0.00060799472548,0.00078990297699,0.00052550249742,0.00047419277267,0.00028300495623,0.00078990765277,0.00071580665475,0.00047966964699,0.00031616536738,0.00045746191555,0.00081620011756,0.00054153127556,0.00034369825298,0.00076181565718,0.00079272886912,0.00037741968985,0.00046910439608,0.00031181979933,0.0009771838884,0.00030919116401,0.00028301742372,0.00038175151231,0.00031281618237
421.0,0.00056782385409,0.00047802802262,0.00043046560917,0.0006327975505,0.00060011484365,0.00077930647622,0.00051885346641,0.00046831125666,0.00028031272024,0.00077931108672,0.00070631774592,0.00047370610798,0.00031393314982,0.00045183158435,0.00080521014981,0.00053464301999,0.00033981072845,0.00075163917334,0.00078209009754,0.00037300378764,0.00046329914932,0.00030935380839,0.00097469988419,0.00030588180019,0.00028032914766,0.00037726936316,0.00031044891987
421.5,0.00056052915953,0.00047207555992,0.00042522769707,0.00062453317899,0.00059233839056,0.00076885248532,0.00051229021283,0.00046250452794,0.0002776487346,0.00076885703144,0.00069695539468,0.00046781852984,0.00031172058278,0.00044627244466,0.00079436836371,0.00052784396891,0.00033596941322,0.00074159914766,0.00077159444502,0.00036864169222,0.00045756759853,0.00030691064188,0.00097223309357,0.0003026102215,0.00027766905087,0.00037284196725,0.00030810310952
422.0,0.00055332960527,0.00046619899792,0.00042005545939,0.00061637787265,0.00058466399178,0.00075853908289,0.00050581160925,0.0004567716128,0.00027501267786,0.00075854356551,0.00068771790289,0.00046200592245,0.00030952746607,0.00044078357303,0.00078367275854,0.00052113294694,0.00033217373277,0.00073169374341,0.00076123998166,0.00036433272301,0.00045190878522,0.00030449006246,0.00096978337201,0.00029937597131,0.00027503681295,0.00036846863077,0.00030577853035
422.5,0.00054622393213,0.00046039734666,0.00041494804911,0.00060833017737,0.00057709029135,0.00074836437352,0.0004994165433,0.00045111155047,0.00027240423251,0.0007483687935,0.00067860359529,0.00045626730884,0.0003073536018,0.00043536405827,0.00077312136061,0.00051450879445,0.00032842312001,0.0007219211487,0.00075102480363,0.00036007620828,0.00044632176369,0.00030209183548,0.00096735057646,0.00029617859878,0.00027243211741,0.00036414866903,0.00030347496394
423.0,0.00053921089784,0.00045466962937,0.00040990463046,0.00060038865862,0.00056961595156,0.0007383264874,0.00049310391752,0.00044552339296,0.00026982308489,0.00073833084561,0.00066961081928,0.00045060172509,0.00030519879431,0.00043001300131,0.00076271222292,0.00050797036734,0.0003247170152,0.00071227957611,0.00074094703283,0.00035587148515,0.00044080560078,0.00029971572898,0.00096493456532,0.00029301765879,0.00026985465163,0.0003598814063,0.00030119219431
423.5,0.00053228927679,0.00044901488231,0.00040492437869,0.00059255190118,0.00056223965268,0.00072842358,0.00048687264913,0.00044000620493,0.00026726892519,0.00072842787728,0.00066073794452,0.00044500822011,0.00030306285018,0.00042472951502,0.00075244342481,0.00050151653685,0.00032105486586,0.00070276726235,0.00073100481656,0.00035171789937,0.00043535937578,0.00029736151366,0.00096253519845,0.00028989271189,0.00026730410679,0.0003556661757,0.00029893000799
424.0,0.00052545785984,0.00044343215455,0.00040000648002,0.0005848185089,0.00055496009272,0.00071865383171,0.0004807216698,0.00043455906345,0.00026474144735,0.0007186580689,0.00065198336268,0.00043948585546,0.0003009455782,0.00041951272402,0.00074231307157,0.00049514618931,0.00031743612663,0.00069338246796,0.00072119632714,0.00034761480529,0.0004299821802,0.00029502896282,0.00096015233712,0.00028680332421,0.00026478017781,0.00035150231909,0.00029668819392
424.5,0.00051871545406,0.00043792050786,0.00039515013139,0.0005771871044,0.00054777598719,0.00070901544753,0.00047464992551,0.00042918105789,0.00026224034904,0.00070901962546,0.00064334548716,0.00043403370521,0.00029884678933,0.0004143617646,0.00073231929409,0.00048885822597,0.00031386025921,0.00068412347699,0.0007115197616,0.00034356156565,0.00042467311763,0.00029271785235,0.00095778584399,0.00028374906737,0.00026228256333,0.00034738918692,0.00029446654343
425.0,0.00051206088251,0.00043247901646,0.0003903545404,0.00056965632886,0.00054068606888,0.0006995066567,0.00046865637633,0.00042387128972,0.0002597653316,0.00069951077617,0.00063482275273,0.00042865085574,0.00029676629669,0.00040927578446,0.00072246024856,0.00048265156279,0.00031032673227,0.00067498859666,0.00070197334134,0.00033955755157,0.00041943130358,0.00029042796067,0.00095543558313,0.00028072951844,0.00025981096566,0.00034332613818,0.00029226485023
425.5,0.00050549298406,0.00042710676693,0.0003856189251,0.00056222484172,0.00053368908757,0.0006901257124,0.00046273999621,0.00041862887236,0.00025731609999,0.00069012977422,0.00062641361531,0.00042333640557,0.00029470391548,0.00040425394265,0.00071273411609,0.00047652513021,0.00030683502133,0.00066597615703,0.0006925553118,0.00033560214235,0.00041425586532,0.00028815906876,0.00095310141998,0.00027774425983,0.00025736509071,0.0003393125402,0.00029008291036
426.0,0.00049901061313,0.00042180285797,0.00038094251389,0.00055489132049,0.00052678380987,0.0006808708914,0.00045689977282,0.00041345293101,0.00025489236276,0.00068087489636,0.00061811655163,0.00041808946524,0.00029265946305,0.00039929540934,0.00070313910236,0.00047047787301,0.00030338460868,0.00065708451074,0.00068326394211,0.0003316947254,0.00040914594168,0.00028591096003,0.00095078322132,0.00027479287924,0.00025494464795,0.00033534776861,0.00028792052219
426.5,0.0004926126395,0.0004165664003,0.00037632454537,0.00054765446044,0.00051996901894,0.00067174049377,0.00045113470734,0.00040834260249,0.00025249383199,0.00067174444264,0.00060993005897,0.00041290915707,0.00029063275878,0.00039439936572,0.00069367343731,0.00046450875007,0.0002999749833,0.00064831203267,0.00067409752481,0.00032783469613,0.00040410068295,0.00028368342041,0.00094848085529,0.0002718749696,0.00025254935039,0.00033143120717,0.00028577748636
427.0,0.00048629794812,0.00041139651643,0.00037176426819,0.00054051297443,0.00051324351429,0.00066273284254,0.00044544381431,0.00040329703508,0.00025012022325,0.0006627367361,0.00060185265489,0.0004077946151,0.0002886236241,0.00038956500381,0.00068433537484,0.00045861673419,0.00029660564076,0.00063965711965,0.00066505437551,0.00032402145783,0.0003991192507,0.0002814762382,0.00094619419133,0.00026899012898,0.0002501789145,0.00032756224771,0.00028365360575
427.5,0.00048006543886,0.00040629234057,0.00036726094091,0.00053346559259,0.00050660611155,0.0006538462834,0.00043982612139,0.00039831538838,0.00024777125554,0.00065385012241,0.00059388287694,0.00040274498483,0.00028663188245,0.00038479152635,0.00067512319241,0.0004528008119,0.0002932760831,0.00063111819016,0.00065613283257,0.00032025442159,0.0003942008176,0.00027928920414,0.00094392310023,0.00026613796053,0.00024783306018,0.00032374029,0.0002815486855
428.0,0.00047391402635,0.00040125301841,0.00036281383191,0.00052651106216,0.00050005564224,0.00064507918441,0.00043428066926,0.00039339683315,0.00024544665128,0.00064508296961,0.00058601928238,0.00039775942313,0.00028465735929,0.00038007814665,0.00066603519079,0.00044705998327,0.00028998581883,0.00062269368401,0.0006473312568,0.00031653300615,0.00038934456733,0.00027712211131,0.00094166745402,0.00026331807242,0.00024551151071,0.00031996474163,0.00027946253293
428.5,0.00046784263974,0.000396277707,0.00035842221919,0.00051964814721,0.00049359095358,0.00063642993564,0.00042880651136,0.00038854055113,0.00024314613622,0.00063643366778,0.00057826044794,0.00039283709807,0.00028269988202,0.00037542408841,0.00065706969371,0.00044139326175,0.00028673436275,0.00061438206211,0.00063864803118,0.00031285663784,0.00038454969436,0.00027497475514,0.00093942712605,0.00026053007775,0.00024321399275,0.00031623501791,0.00027739495752
429.0,0.00046185022253,0.0003913655746,0.00035408539029,0.00051287562843,0.00048721090825,0.00062789694894,0.0004234027138,0.00038374573494,0.00024086943944,0.00062790062875,0.00057060496955,0.00038797718875,0.00028075927999,0.00037082858562,0.00064822504756,0.00043579967396,0.00028352123592,0.00060618180614,0.00063008156051,0.00030922475045,0.00037981540387,0.00027284693337,0.00093720199091,0.00025777359452,0.0002409402362,0.0003125505418,0.00027534577091
429.5,0.00045593573239,0.00038651580049,0.00034980264214,0.00050619230291,0.00048091438421,0.00061947865761,0.00041806835512,0.0003790115879,0.00023861629328,0.0006194822858,0.00056305146205,0.00038317888518,0.00027883538447,0.00036629088241,0.0006394996211,0.00043027825952,0.00028034596554,0.00059809141826,0.00062163027116,0.00030563678514,0.00037514091155,0.00027073844601,0.00093499192445,0.00025504824554,0.00023868997426,0.00030891074375,0.00027331478687
430.0,0.00045009814091,0.00038172757487,0.00034557328095,0.00049959698389,0.00047470027445,0.00061117351611,0.00041280252615,0.00037433732388,0.00023638643332,0.0006111770934,0.00055559855896,0.00037844138811,0.00027692802862,0.00036181023289,0.0006308918051,0.00042482807087,0.00027720808493,0.00059010942087,0.00061329261076,0.00030209219035,0.00037052544349,0.00026864909535,0.00093279680375,0.00025235365837,0.00023646294333,0.00030531506165,0.00027130182123
430.5,0.00044433643348,0.00037700009867,0.00034139662206,0.00049308850058,0.00046856748684,0.00060297999979,0.00040760432983,0.0003697221672,0.00023417959831,0.00060298352687,0.00054824491222,0.00037376390888,0.00027503704748,0.00035738590105,0.00062240001211,0.00041944817311,0.00027410713336,0.00058223435632,0.00060506704789,0.0002985904217,0.00036596823605,0.00026657868587,0.00093061650711,0.00024968946527,0.000234258883,0.0003017629407,0.00026930669193
431.0,0.00043864960904,0.00037233258342,0.00033727198984,0.0004866656979,0.00046251494386,0.00059489660458,0.00040247288109,0.00036516535241,0.00023199553015,0.00059490008215,0.00054098919197,0.0003691456693,0.00027316227793,0.00035301716059,0.00061402267614,0.00041413764382,0.00027104265605,0.00057446478662,0.00059695207185,0.00029513094185,0.00036146853567,0.00026452702427,0.00092845091404,0.0002470553031,0.00023207753596,0.00029825383332,0.00026732921891
431.5,0.00043303667995,0.00036772425112,0.00033319871753,0.00048032743631,0.00045654158248,0.00058692184673,0.00039740730663,0.00036066612426,0.00022983397384,0.00058692527547,0.00053383008622,0.00036458590151,0.00027130355868,0.00034870329485,0.00060575825234,0.00040889557288,0.00026801420405,0.00056679929321,0.00058894619232,0.00029171322048,0.00035702559879,0.00026249391943,0.00092629990523,0.00024445081333,0.00022991864802,0.00029478719906,0.00026536922416
432.0,0.00042749667176,0.00036317433409,0.00032917614719,0.00047407259157,0.00045064635389,0.00057905426255,0.00039240674477,0.00035622373745,0.00022769467745,0.00057905764312,0.00052676630072,0.0003600838478,0.00026946073025,0.00034444359658,0.00059760521675,0.00040372106233,0.00026502133417,0.00055923647665,0.00058104793914,0.00028833673414,0.00035263869167,0.00026047918236,0.00092416336255,0.0002418756419,0.00022778196804,0.00029136250448,0.00026342653163
432.5,0.00042202862309,0.0003586820748,0.0003252036295,0.00046790005454,0.00044482822337,0.00057129240808,0.00038747034534,0.00035183745657,0.00022557739208,0.00057129574116,0.00051979655862,0.00035563876051,0.00026763363491,0.00034023736792,0.00058956206603,0.00039861322615,0.00026206360889,0.00055177495642,0.00057325586198,0.00028500096619,0.00034830709029,0.00025848262619,0.00092204116904,0.00023932943923,0.00022566724788,0.0002879792231,0.00026150096728
433.0,0.00041663158537,0.0003542467258,0.0003212805237,0.00046180873098,0.00043908617006,0.00056363485891,0.00038259726947,0.00034750655595,0.00022348187182,0.00056363814515,0.0005129196003,0.00035124990188,0.00026582211674,0.00033608392019,0.00058162731713,0.00039357119019,0.00025914059633,0.0005444133706,0.00056556853011,0.00028170540667,0.00034403008021,0.00025650406616,0.0009199332089,0.00023681186009,0.0002235742424,0.00028463683527,0.00025959235897
433.5,0.00041130462276,0.0003498675495,0.00031740619745,0.00045579754134,0.00043341918676,0.00055608020984,0.00037778668946,0.0003432303195,0.00022140787369,0.00055608344988,0.00050613418309,0.00034691654392,0.00026402602151,0.00033198257382,0.00057379950704,0.00038859409191,0.0002562518701,0.00053715037567,0.00055798453214,0.00027844955225,0.00033980695642,0.00025454331954,0.00091783936744,0.00023432256361,0.00022150270938,0.00028133482807,0.0002577005365
434.0,0.0004060468119,0.00034554381811,0.00031358002674,0.00044986542057,0.0004278262798,0.00054862707466,0.00037303778863,0.00033900804063,0.00021935515763,0.00054863026913,0.00049943908109,0.00034263796828,0.00026224519673,0.0003279326582,0.00056607719256,0.00038368108029,0.00025339700932,0.00052998464624,0.00055050247572,0.00027523290613,0.00033563702324,0.00025260020569,0.00091575953111,0.0002318612132,0.0002194524095,0.00027807269527,0.00025582533159
434.5,0.00040085724179,0.00034127481346,0.00030980139573,0.00044401131791,0.0004223064688,0.00054127408586,0.00036834976116,0.00033483902206,0.00021732348646,0.0005412772354,0.0004928330849,0.00033841346612,0.0002604794916,0.00032393351155,0.00055845894994,0.00037883131565,0.00025057559845,0.0005229148748,0.00054312098733,0.00027205497795,0.00033151959418,0.00025067454596,0.00091369358749,0.00022942747647,0.00021742310632,0.00027484993718,0.00025396657778
435.0,0.00039573501358,0.00033705982691,0.00030606969669,0.00043823419671,0.00041685878653,0.00053401989442,0.00036372181196,0.00033072257576,0.00021531262584,0.00053402299965,0.00048631500141,0.00033424233796,0.00025872875699,0.00031998448085,0.00055094337471,0.00037404396949,0.0002477872273,0.00051593977147,0.00053583871197,0.00026891528367,0.00032745399182,0.0002487661637,0.00091164142521,0.00022702102519,0.0002154145662,0.00027166606061,0.00025212411052
435.5,0.00039067924046,0.00033289815916,0.00030238432987,0.00043253303424,0.00041148227869,0.00052686316954,0.0003591531565,0.00032665802276,0.00021332234421,0.00052686623106,0.00047988365359,0.00033012389358,0.00025699284543,0.00031608492165,0.00054352908137,0.00036931822436,0.0002450314909,0.0005090580638,0.00052865431298,0.00026581334556,0.00032343954768,0.00024687488424,0.00090960293404,0.00022464153526,0.00021342655831,0.00026852057876,0.00025029776704
436.0,0.00038568904745,0.0003287891202,0.00029874470339,0.00042690682148,0.00040617600378,0.00051980259837,0.00035464302071,0.0003226446931,0.0002113524128,0.00051980561679,0.00047353788025,0.00032605745191,0.00025527161108,0.00031223419803,0.00053621470314,0.00036465327367,0.00024230798947,0.00050226849648,0.0005215664717,0.00026274869206,0.00031947560211,0.00024500053482,0.00090757800478,0.00022228868662,0.00021145885459,0.00026541301113,0.0002484873864
